book_code,book_title,book_author,book_publisher,book_borrow,book_lang,book_type,book_year
151,된다! 포토샵&일러스트레이터 - 오늘 바로 되는 입문서,박길현_ 이현화,이지스퍼블리싱,0,kor,book,2012
152,나 혼자 푼다! 수학 문장제 6학년 1학기,징검다리 교육연구소_ 최순미,이지스에듀,0,kor,book,2013
153,바쁜 초등학생을 위한 빠른 구구단,징검다리 교육연구소 강난영_ 이은영_ 정미란,이지스에듀,0,kor,ebook,2014
154,아이패드 드로잉&페인팅 with 프로크리에이트,3dtotal Publishing,이지스퍼블리싱,0,kor,book,2015
155,Do it! 프로그레시브 웹앱 만들기,김응석,이지스퍼블리싱,0,kor,book,2017
156,바쁜 초등학생을 위한 빠른 파닉스 1. 알파벳 소릿값,별쌤(Stephanie Yim),이지스에듀,0,kor,book,2010
157,Do it! 오토캐드 2021,박한울,이지스퍼블리싱,0,kor,ebook,2011
158,Do it! 파이썬 생활 프로그래밍,김창현,이지스퍼블리싱,0,kor,ebook,2018
159,Do it! 파이썬 생활 프로그래밍,김창현,이지스퍼블리싱,0,kor,book,2019
160,Do it! 자료구조와 함께 배우는 알고리즘 입문 - 파이썬 편,시바타 보요,이지스퍼블리싱,0,kor,ebook,2010
161,Do it! 자료구조와 함께 배우는 알고리즘 입문 - 파이썬 편,시바타 보요,이지스퍼블리싱,0,kor,book,2011
162,된다! 7일 유튜브 영상 편집 with 베가스 프로,김나옹,이지스퍼블리싱,0,kor,ebook,2012
163,나 혼자 푼다! 수학 문장제 5학년 1학기,징검다리 교육연구소 최순미,이지스에듀,0,kor,book,2013
164,7살 첫 수학 전4권 세트(특별부록: 시계 보기 대형 벽보),징검다리 교육연구소 _강난영_ 이은영 지음 / 차세정 그림,이지스에듀,0,kor,book,2014
165,Do it! 클론 코딩 영화 평점 웹서비스,니꼴라스_ 김형태,이지스퍼블리싱,0,kor,book,2015
166,된다! 저작권 문제 해결,오승종,이지스퍼블리싱,0,kor,book,2017
167,Do it! 건축 BIM을 위한 Revit 입문,장동수,이지스퍼블리싱,0,kor,book,2010
168,Do it! 첫 파이썬,엘리스 코딩,이지스퍼블리싱,0,kor,ebook,2011
169,7살 첫 수학 _ 3권 100까지 수의 덧셈 뺄셈,징검다리 교육연구소 _강난영 지음 / 차세정 그림,이지스에듀,0,kor,book,2018
170,Do it! 타입스크립트 프로그래밍,전예홍,이지스퍼블리싱,0,kor,ebook,2019
171,Do it! 키트 없이 만드는 아두이노,박필준,이지스퍼블리싱,0,kor,ebook,2023
172,Do it! 첫 파이썬,엘리스 코딩,이지스퍼블리싱,0,kor,book,2022
173,7살 첫 수학 - 시계와 달력,징검다리 교육연구소 _강난영_ 이은영 지음 / 차세정 그림,이지스에듀,0,kor,book,2010
174,Do it! 키트 없이 만드는 아두이노,박필준,이지스퍼블리싱,0,kor,book,2011
175,바쁜 중3을 위한 빠른 중학도형 (2023년용),스쿨피아 연구소 임미연,이지스에듀,0,kor,book,2012
176,[PDF북] 된다! 파워포인트 실무의 신,김지훈_ 김봉정_ 박성용,이지스퍼블리싱,0,kor,ebook,2013
177,7살 첫 수학 _ 2권 20까지 수의 덧셈 뺄셈,징검다리 교육연구소 _강난영 지음 / 차세정 그림,이지스에듀,0,kor,book,2014
178,Do it! 타입스크립트 프로그래밍,전예홍,이지스퍼블리싱,0,kor,book,2015
179,Do it! 리액트 프로그래밍 정석,박호준,이지스퍼블리싱,0,kor,book,2017
180,바쁜 6학년을 위한 빠른 교과서 연산 세트(전 2권),징검다리 교육 연구소_ 최순미,이지스에듀,0,kor,book,2010
181,바쁜 5학년을 위한 빠른 교과서 연산 세트(전 2권),징검다리 교육 연구소_ 최순미,이지스에듀,0,kor,book,2011
182,7살 첫 수학 _ 1권 100까지의 수,징검다리 교육연구소 _강난영 지음 / 차세정 그림,이지스에듀,0,kor,book,2018
183,바쁜 6학년을 위한 빠른 교과서 연산 6-2,징검다리 교육 연구소_ 최순미,이지스에듀,0,kor,book,2019
184,기계는 어떻게 생각하는가?,숀 게리시,이지스퍼블리싱,0,kor,ebook,2023
185,Do it! HTML5+CSS3 웹 표준의 정석 - 전면 개정 2판,고경희,이지스퍼블리싱,0,kor,book,2022
186,기계는 어떻게 생각하는가?,숀 게리시,이지스퍼블리싱,0,kor,book,2019
187,Do it! 첫 코딩 with 자바,정동균,이지스퍼블리싱,0,kor,ebook,2018
188,Do it! 웹 사이트 따라 만들기,김윤미,이지스퍼블리싱,0,kor,ebook,2016
189,된다! 파워포인트 실무의 신,김지훈_ 김봉정_ 박성용,이지스퍼블리싱,0,kor,book,2023
190,바쁜 6학년을 위한 빠른 교과서 연산 6-1,징검다리 교육 연구소_ 최순미,이지스에듀,0,kor,book,2010
191,Do it! 웹 사이트 따라 만들기,김윤미,이지스퍼블리싱,0,kor,book,2011
192,Do it! 첫 코딩 with 자바,정동균,이지스퍼블리싱,0,kor,book,2012
193,바쁜 중3을 위한 빠른 중학연산 1권 (2023년용),스쿨피아 연구소 임미연,이지스에듀,0,kor,book,2013
194,바쁜 중3을 위한 빠른 중학연산 2권 (2023년용),스쿨피아 연구소 임미연,이지스에듀,0,kor,book,2014
195,된다! 맥북&아이맥 - 맥OS 카탈리나 판,김기백_ 조영빈_ 이민호_ 정다운,이지스퍼블리싱,0,kor,book,2015
196,바쁜 3_ 4학년을 위한 빠른 분수,징검다리 교육 연구소_ 강난영,이지스에듀,0,kor,book,2017
197,Do it! 정직하게 코딩하며 배우는 딥러닝 입문,박해선,이지스퍼블리싱,0,kor,book,2010
198,바쁜 5학년을 위한 빠른 교과서 연산 5-2,징검다리 교육 연구소_ 최순미,이지스에듀,0,kor,book,2011
199,바쁜 3_4학년을 위한 빠른 영문법 - 초등 영문법 2,이정선(E&E 영어 연구소),이지스에듀,0,kor,book,2018
200,바쁜 3_4학년을 위한 빠른 영문법 - 초등 영문법 1,이정선(E&E 영어 연구소),이지스에듀,0,kor,book,2019
201,된다! 7일 실무 엑셀,한정희,이지스퍼블리싱,0,kor,book,2023
202,Do it! 점프 투 파이썬 - 전면 개정판,박응용,이지스퍼블리싱,0,kor,ebook,2022
203,Do it! 코틀린 프로그래밍,황영덕,이지스퍼블리싱,0,kor,ebook,2019
204,Do it! 점프 투 파이썬 - 전면 개정판,박응용,이지스퍼블리싱,0,kor,book,2018
205,보일락 말락~ 바빠 급수한자판+6_7_8급 모의시험,김정미_ 강민,이지스에듀,0,kor,book,2016
206,보일락 말락~ 바빠 구구단판+원리노트,징검다리 교육 연구소,이지스에듀,0,kor,book,2011
207,Do it! 코틀린 프로그래밍,황영덕,이지스퍼블리싱,0,kor,book,2018
208,Do it! 오토캐드 2020,박한울,이지스퍼블리싱,0,kor,ebook,2019
209,된다! 귀염뽀짝 이모티콘 만들기,정지혜,이지스퍼블리싱,0,kor,ebook,2023
210,된다! 귀염뽀짝 이모티콘 만들기,정지혜,이지스퍼블리싱,0,kor,book,2022
211,바쁜 중2를 위한 빠른 중학도형 (2023년용),스쿨피아 연구소 임미연,이지스에듀,0,kor,book,2010
212,바쁜 3학년을 위한 빠른 교과서 연산 세트(전 2권),징검다리 교육 연구소_ 강난영_ 최순미,이지스에듀,0,kor,book,2011
213,바쁜 4학년을 위한 빠른 교과서 연산 세트(전 2권),징검다리 교육 연구소_ 강난영_ 최순미,이지스에듀,0,kor,book,2012
214,바쁜 3학년을 위한 빠른 교과서 연산 3-2,징검다리 교육 연구소_ 최순미,이지스에듀,0,kor,book,2013
215,바쁜 4학년을 위한 빠른 교과서 연산 4-2,징검다리 교육 연구소_ 최순미,이지스에듀,0,kor,book,2014
216,바쁜 4학년을 위한 빠른 교과서 연산 4-1,징검다리 교육 연구소_ 강난영,이지스에듀,0,kor,book,2015
217,바쁜 1학년을 위한 빠른 교과서 연산 1-1,징검다리 교육 연구소_ 강난영,이지스에듀,0,kor,book,2017
218,바쁜 2학년을 위한 빠른 교과서 연산 세트(전2권+구구단판 증정),징검다리 교육 연구소_ 강난영_ 이은영,이지스에듀,0,kor,book,2010
219,바쁜 1학년을 위한 빠른 교과서 연산 세트(전2권+연산판 증정),징검다리 교육 연구소_ 강난영_ 이은영,이지스에듀,0,kor,book,2011
220,된다! 맥북&아이맥 -맥OS 모하비판,김기백_ 조영빈_ 이민호,이지스퍼블리싱,0,kor,ebook,2018
221,Do it 오라클로 배우는 데이터베이스 입문,이지훈,이지스퍼블리싱,0,kor,ebook,2019
222,바쁜 2학년을 위한 빠른 교과서 연산 2-2,징검다리 교육 연구소_ 강난영,이지스에듀,0,kor,book,2023
223,바쁜 2학년을 위한 빠른 교과서 연산 2-1,징검다리 교육 연구소_ 이은영,이지스에듀,0,kor,book,2022
224,바쁜 1학년을 위한 빠른 교과서 연산 1-2,징검다리 교육 연구소_ 이은영,이지스에듀,0,kor,book,2019
225,바쁜 3학년을 위한 빠른 교과서 연산 3-1,징검다리 교육 연구소_ 강난영,이지스에듀,0,kor,book,2010
226,Do it 오라클로 배우는 데이터베이스 입문,이지훈,이지스퍼블리싱,0,kor,book,2011
227,Do it! 데이터 분석을 위한 판다스 입문 [전자책],다니엘 첸(Chen_ Daniel Y.),이지스퍼블리싱,0,kor,ebook,2012
228,Do it! 데이터 분석을 위한 판다스 입문,다니엘 첸(Chen_ Daniel Y.),이지스퍼블리싱,0,kor,book,2013
229,바쁜 중2를 위한 빠른 중학연산 2권 (2023년용),스쿨피아 연구소 임미연,이지스에듀,0,kor,book,2014
230,바쁜 중2를 위한 빠른 중학연산 1권 (2023년용),스쿨피아 연구소 임미연,이지스에듀,0,kor,book,2015
231,나 혼자 푼다! 수학 문장제 4학년 2학기,징검다리 교육연구소 최순미,이지스에듀,0,kor,ebook,2017
232,나 혼자 푼다! 수학 문장제 3학년 2학기,징검다리 교육연구소 최순미,이지스에듀,0,kor,ebook,2010
233,된다! 일당백 마케터의 업무 자동화,박주훈_ 황준식,이지스퍼블리싱,0,kor,ebook,2011
234,Do it! 자바 프로그래밍 입문,박은종,이지스퍼블리싱,0,kor,ebook,2018
235,Do it! 자바 프로그래밍 입문,박은종,이지스퍼블리싱,0,kor,book,2019
236,나 혼자 푼다! 수학 문장제 4학년 2학기,징검다리 교육연구소 최순미,이지스에듀,0,kor,book,2023
237,나 혼자 푼다! 수학 문장제 3학년 2학기,징검다리 교육연구소 최순미,이지스에듀,0,kor,book,2022
238,Do it! 자바스크립트 + 제이쿼리 - 전면 개정판,정인용,이지스퍼블리싱,0,kor,ebook,2019
239,Do it! 오토캐드 2019,박한울,이지스퍼블리싱,0,kor,ebook,2018
240,데이터 과학_ 무엇을 하는가?,김옥기,이지스퍼블리싱,0,kor,ebook,2016
241,데이터 과학_ 무엇을 하는가?,김옥기,이지스퍼블리싱,0,kor,book,2018
242,바쁜 중1을 위한 빠른 중학도형 (2023년용),스쿨피아 연구소 임미연,이지스에듀,0,kor,book,2019
243,바쁜 초등학생을 위한 빠른 구구단,징검다리 교육연구소 강난영_ 이은영_ 정미란,이지스에듀,0,kor,book,2023
244,Do it! 자바스크립트 + 제이쿼리 - 전면 개정판,정인용,이지스퍼블리싱,0,kor,book,2022
245,체험! 가위 잡고 한국사 3_조선 후기부터 근대 인물(위인동화책 PDF판),토이바오(스카이엠) 글_ 그림,이지스에듀,0,kor,ebook,2019
246,체험! 가위 잡고 한국사 2_고려부터 조선 전기 인물(위인동화책 PDF판),토이바오(스카이엠) 글_ 그림,이지스에듀,0,kor,ebook,2018
247,체험! 가위 잡고 한국사 1_고대부터 삼국 시대 인물(위인 동화책 PDF 판),토이바오(스카이엠) 글_ 그림,이지스에듀,0,kor,ebook,2016
248,우리집은 창의력 놀이터,이고은(LGS 영재연구소),이지스에듀,0,kor,book,2019
249,이것이 디베이트 형식의 표준이다!,케빈 리,이지스에듀,0,kor,ebook,2023
250,우리집은 한자 어휘력 놀이터,김정미 ? 강민,이지스에듀,0,kor,ebook,2022
251,우리집은 영어 창의력 놀이터,이수정,이지스에듀,0,kor,ebook,2019
252,우리집은 수학 창의력 놀이터,이미경,이지스에듀,0,kor,ebook,2010
253,우리집은 과학 창의력 놀이터,김병주,이지스에듀,0,kor,ebook,2011
254,바쁜 중1을 위한 빠른 중학연산 2권 (2023년용),스쿨피아 연구소 임미연_ 강난영,이지스에듀,0,kor,ebook,2012
255,바쁜 중1을 위한 빠른 중학연산 1권 (2023년용),스쿨피아 연구소 임미연_ 강난영,이지스에듀,0,kor,ebook,2013
256,바쁜 5_6학년을 위한 빠른 영작문 - 5형식 문장 만들기 편,이정선(E&E 영어 연구소),이지스에듀,0,kor,ebook,2014
257,바쁜 5_6학년을 위한 빠른 영어 특강-영어 시제 편,주선이(3E 영어 연구소),이지스에듀,0,kor,ebook,2015
258,바쁜 5_6학년을 위한 빠른 영문법 - 기초 영문법2,이정선(E&E 영어 연구소),이지스에듀,0,kor,ebook,2017
259,바쁜 5_6학년을 위한 빠른 영문법 - 기초 영문법 1,이정선(E&E 영어 연구소),이지스에듀,0,kor,ebook,2010
260,바쁜 5_6학년을 위한 빠른 영단어,한동오(3E 영어 연구소),이지스에듀,0,kor,ebook,2011
261,바쁜 5_6학년을 위한 빠른 연산법-소수편,스쿨피아 연구소,이지스에듀,0,kor,ebook,2018
262,바쁜 5_6학년을 위한 빠른 연산법 - 분수편,스쿨피아 연구소,이지스에듀,0,kor,ebook,2010
263,바쁜 5_6학년을 위한 빠른 연산법-곱셈편,스쿨피아 연구소(강난영_ 최순미),이지스에듀,0,kor,ebook,2011
264,바쁜 5_6학년을 위한 빠른 연산법 - 나눗셈편,스쿨피아 연구소(강난영_ 최순미),이지스에듀,0,kor,ebook,2012
265,바쁜 3_4학년을 위한 빠른 연산법 - 뺄셈편,스쿨피아 연구소 최순미,이지스에듀,0,kor,ebook,2013
266,바쁜 3_4학년을 위한 빠른 연산법 - 덧셈편,스쿨피아 연구소 최순미,이지스에듀,0,kor,ebook,2014
267,바쁜 3_4학년을 위한 빠른 연산법 - 나눗셈편,스쿨피아 연구소 최순미,이지스에듀,0,kor,ebook,2015
268,바쁜 3_4학년을 위한 빠른 연산법 - 곱셈편,스쿨피아 연구소 최순미,이지스에듀,0,kor,ebook,2017
269,바쁜 1_2학년을 위한 빠른 연산법 - 뺄셈편,스쿨피아 연구소 최순미,이지스에듀,0,kor,ebook,2010
270,바쁜 1_2학년을 위한 빠른 연산법 - 덧셈편,스쿨피아 연구소 최순미,이지스에듀,0,kor,ebook,2011
271,바쁜 예비 1학년을 위한 빠른 연산법 - 뺄셈 편,스쿨피아 연구소 최순미,이지스에듀,0,kor,ebook,2018
272,바쁜 예비 1학년을 위한 빠른 연산법 ?덧셈 편,스쿨피아 연구소 최순미,이지스에듀,0,kor,ebook,2019
273,문단열의 중학 영문법 소화제 교과서 예문 훈련서 2권,문단열_ 김애리_ 이수정,이지스에듀,0,kor,ebook,2023
274,문단열의 중학 영문법 소화제 교과서 예문 훈련서 1권,문단열_ 김애리_ 이수정,이지스에듀,0,kor,ebook,2022
275,문단열의 중학 영문법 소화제 2권,문단열_ 김애리,이지스에듀,0,kor,ebook,2019
276,문단열의 중학 영문법 소화제 1권,문단열_ 김애리,이지스에듀,0,kor,ebook,2018
277,나 혼자 푼다! 수학 문장제 4학년 1학기,징검다리 교육연구소 최순미,이지스에듀,0,kor,ebook,2016
278,나 혼자 푼다! 수학 문장제 3학년 1학기,징검다리 교육연구소 최순미,이지스에듀,0,kor,ebook,2010
279,나 혼자 푼다! 수학 문장제 2학년 1학기,징검다리 교육연구소 최순미,이지스에듀,0,kor,ebook,2011
280,블록체인 무엇인가?,다니엘 드레셔,이지스퍼블리싱,0,kor,ebook,2012
281,체험! 가위 잡고 한국사 3_조선 후기부터 근대 인물,토이바오(스카이엠) 글_ 그림,이지스에듀,0,kor,book,2013
282,체험! 가위 잡고 한국사 2_고려부터 조선 전기 인물,토이바오(스카이엠) 글_ 그림,이지스에듀,0,kor,book,2014
283,체험! 가위 잡고 한국사 1_고대부터 삼국 시대 인물,토이바오(스카이엠) 글_ 그림,이지스에듀,0,kor,book,2015
284,블록체인 무엇인가?,다니엘 드레셔,이지스퍼블리싱,0,kor,book,2017
285,Do it! Vue.js 입문,장기효,이지스퍼블리싱,0,kor,ebook,2010
286,바쁜 초등학생을 위한 빠른 급수 한자 6급 세트,김정미_ 강민,이지스에듀,0,kor,book,2011
287,Do it! Vue.js 입문,장기효,이지스퍼블리싱,0,kor,book,2018
288,바쁜 초등학생을 위한 빠른 급수 한자 7급 세트,김정미 · 강민,이지스에듀,0,kor,book,2019
289,나 혼자 푼다! 수학 문장제 1학년 1학기,징검다리 교육연구소 최순미,이지스에듀,0,kor,ebook,2023
290,나 혼자 푼다! 수학 문장제 4학년 1학기,징검다리 교육연구소 최순미,이지스에듀,0,kor,book,2022
